PokemonId,PokedexNumber,PokemonName,Classification,PokemonHeight,PokemonWeight,PrimaryType,PrimaryAbility,PrimaryAbilityDescription,MaleRatio,FemaleRatio,BaseHappiness,GameofOrigin,RegionofOrigin,HealthStat,AttackStat,DefenseStat,SpecialAttackStat,SpecialDefenseStat,SpeedStat,BaseStatTotal,HealthEV,AttackEV,DefenseEV,SpecialAttackEV,SpecialDefenseEV,SpeedEV,EVYieldTotal,CatchRate,ExperienceGrowth,ExperienceGrowthTotal,ExperienceYield,PrimaryEggGroup,EggCycleCount
844,510,Liepard,Cruel Pokemon,1.1,37.5,Dark,Limber,Its limber body protects the Pokémon from paralysis.,50.0,50.0,70,Black,Unova,64,88,50,88,50,106,446,0,0,0,0,0,2,2,90,Medium Fast,1000000,156,Field,20
845,511,Pansage,Grass Monkey Pokemon,0.6,10.5,Grass,Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",87.5,12.5,70,Black,Unova,50,53,48,53,48,64,316,0,0,0,0,0,1,1,190,Medium Fast,1000000,63,Field,20
846,512,Simisage,Thorn Monkey Pokemon,1.1,30.5,Grass,Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",87.5,12.5,70,Black,Unova,75,98,63,98,63,101,498,0,0,0,0,0,2,2,75,Medium Fast,1000000,174,Field,20
847,513,Pansear,High Temp Pokemon,0.6,11.0,Fire,Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",87.5,12.5,70,Black,Unova,50,53,48,53,48,64,316,0,0,0,0,0,1,1,190,Medium Fast,1000000,63,Field,20
848,514,Simisear,Ember Pokemon,1.0,28.0,Fire,Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",87.5,12.5,70,Black,Unova,75,98,63,98,63,101,498,0,0,0,0,0,2,2,75,Medium Fast,1000000,174,Field,20
849,515,Panpour,Spray Pokemon,0.6,13.5,Water,Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",87.5,12.5,70,Black,Unova,50,53,48,53,48,64,316,0,0,0,0,0,1,1,190,Medium Fast,1000000,63,Field,20
850,516,Simipour,Geyser Pokemon,1.0,29.0,Water,Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",87.5,12.5,70,Black,Unova,75,98,63,98,63,101,498,0,0,0,0,0,2,2,75,Medium Fast,1000000,174,Field,20
851,517,Munna,Dream Eater Pokemon,0.6,23.3,Psychic,Forewarn,"When it enters a battle, the Pokémon can tell one of the moves an opposing Pokémon has.",50.0,50.0,70,Black,Unova,76,25,45,67,55,24,292,1,0,0,0,0,0,1,190,Fast,800000,58,Field,10
852,518,Musharna,Drowsing Pokemon,1.1,60.5,Psychic,Forewarn,"When it enters a battle, the Pokémon can tell one of the moves an opposing Pokémon has.",50.0,50.0,70,Black,Unova,116,55,85,107,95,29,487,2,0,0,0,0,0,2,75,Fast,800000,170,Field,10
853,519,Pidove,Tiny Pigeon Pokemon,0.3,2.1,Normal,Big Pecks,Protects the Pokémon from Defense-lowering effects.,50.0,50.0,70,Black,Unova,50,55,50,36,30,43,264,0,1,0,0,0,0,1,255,Medium Slow,1059860,53,Flying,15
854,520,Tranquill,Wild Pigeon Pokemon,0.6,15.0,Normal,Big Pecks,Protects the Pokémon from Defense-lowering effects.,50.0,50.0,70,Black,Unova,62,77,62,50,42,65,358,0,2,0,0,0,0,2,120,Medium Slow,1059860,125,Flying,15
855,521,Unfezant,Proud Pokemon,1.2,29.0,Normal,Big Pecks,Protects the Pokémon from Defense-lowering effects.,50.0,50.0,70,Black,Unova,80,115,80,65,55,93,488,0,3,0,0,0,0,3,45,Medium Slow,1059860,220,Flying,15
856,522,Blitzle,Electrified Pokemon,0.8,29.8,Electric,Lightning Rod,"The Pokémon draws in all Electric-type moves. Instead of being hit by Electric-type moves, it boosts its Sp. Atk.",50.0,50.0,70,Black,Unova,45,60,32,50,32,76,295,0,0,0,0,0,1,1,190,Medium Fast,1000000,59,Field,20
857,523,Zebstrika,Thunderbolt Pokemon,1.6,79.5,Electric,Lightning Rod,"The Pokémon draws in all Electric-type moves. Instead of being hit by Electric-type moves, it boosts its Sp. Atk.",50.0,50.0,70,Black,Unova,75,100,63,80,63,116,497,0,0,0,0,0,2,2,75,Medium Fast,1000000,174,Field,20
858,524,Roggenrola,Mantle Pokemon,0.4,18.0,Rock,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",50.0,50.0,70,Black,Unova,55,75,85,25,25,15,280,0,0,1,0,0,0,1,255,Medium Slow,1059860,56,Mineral,15
859,525,Boldore,Ore Pokemon,0.9,102.0,Rock,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",50.0,50.0,70,Black,Unova,70,105,105,50,40,20,390,0,1,1,0,0,0,2,120,Medium Slow,1059860,137,Mineral,15
860,526,Gigalith,Compressed Pokemon,1.7,260.0,Rock,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",50.0,50.0,70,Black,Unova,85,135,130,60,80,25,515,0,3,0,0,0,0,3,45,Medium Slow,1059860,232,Mineral,15
861,527,Woobat,Bat Pokemon,0.4,2.1,Psychic,Unaware,"When attacking, the Pokémon ignores the target Pokémon's stat changes.",50.0,50.0,70,Black,Unova,65,45,43,55,43,72,323,0,0,0,0,0,1,1,190,Medium Fast,1000000,65,Field,15
862,528,Swoobat,Courting Pokemon,0.9,10.5,Psychic,Unaware,"When attacking, the Pokémon ignores the target Pokémon's stat changes.",50.0,50.0,70,Black,Unova,67,57,55,77,55,114,425,0,0,0,0,0,2,2,45,Medium Fast,1000000,149,Field,15
863,529,Drilbur,Mole Pokemon,0.3,8.5,Ground,Sand Rush,Boosts the Pokémon's Speed stat in a sandstorm.,50.0,50.0,70,Black,Unova,60,85,40,30,45,68,328,0,1,0,0,0,0,1,120,Medium Fast,1000000,66,Field,20
864,530,Excadrill,Subterrene Pokemon,0.7,40.4,Ground,Sand Rush,Boosts the Pokémon's Speed stat in a sandstorm.,50.0,50.0,70,Black,Unova,110,135,60,50,65,88,508,0,2,0,0,0,0,2,60,Medium Fast,1000000,178,Field,20
865,531,Audino,Hearing Pokemon,1.1,31.0,Normal,Healer,Sometimes heals an ally's status condition.,50.0,50.0,70,Black,Unova,103,60,86,60,86,50,445,2,0,0,0,0,0,2,255,Fast,800000,390,Fairy,20
866,532,Timburr,Muscular Pokemon,0.6,12.5,Fighting,Guts,It's so gutsy that having a status condition boosts the Pokémon's Attack stat.,75.0,25.0,70,Black,Unova,75,80,55,25,35,35,305,0,1,0,0,0,0,1,180,Medium Slow,1059860,61,Human-Like,20
867,533,Gurdurr,Muscular Pokemon,1.2,40.0,Fighting,Guts,It's so gutsy that having a status condition boosts the Pokémon's Attack stat.,75.0,25.0,70,Black,Unova,85,105,85,40,50,40,405,0,2,0,0,0,0,2,90,Medium Slow,1059860,142,Human-Like,20
868,534,Conkeldurr,Muscular Pokemon,1.4,87.0,Fighting,Guts,It's so gutsy that having a status condition boosts the Pokémon's Attack stat.,75.0,25.0,70,Black,Unova,105,140,95,55,65,45,505,0,3,0,0,0,0,3,45,Medium Slow,1059860,227,Human-Like,20
869,535,Tympole,Tadpole Pokemon,0.5,4.5,Water,Swift Swim,Boosts the Pokémon's Speed stat in rain.,50.0,50.0,70,Black,Unova,50,50,40,50,40,64,294,0,0,0,0,0,1,1,255,Medium Slow,1059860,59,Water 1,20
870,536,Palpitoad,Vibration Pokemon,0.8,17.0,Water,Swift Swim,Boosts the Pokémon's Speed stat in rain.,50.0,50.0,70,Black,Unova,75,65,55,65,55,69,384,2,0,0,0,0,0,2,120,Medium Slow,1059860,134,Water 1,20
871,537,Seismitoad,Vibration Pokemon,1.5,62.0,Water,Swift Swim,Boosts the Pokémon's Speed stat in rain.,50.0,50.0,70,Black,Unova,105,95,75,85,75,74,509,3,0,0,0,0,0,3,45,Medium Slow,1059860,229,Water 1,20
872,538,Throh,Judo Pokemon,1.3,55.5,Fighting,Guts,It's so gutsy that having a status condition boosts the Pokémon's Attack stat.,100.0,0.0,70,Black,Unova,120,100,85,30,85,45,465,2,0,0,0,0,0,2,45,Medium Fast,1000000,163,Human-Like,20
873,539,Sawk,Karate Pokemon,1.4,41.0,Fighting,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",100.0,0.0,70,Black,Unova,75,125,75,30,75,85,465,0,2,0,0,0,0,2,45,Medium Fast,1000000,163,Human-Like,20
874,540,Sewaddle,Sewing Pokemon,0.3,2.5,Bug,Swarm,Powers up Bug-type moves when the Pokémon's HP is low.,50.0,50.0,70,Black,Unova,45,53,70,40,60,42,310,0,0,1,0,0,0,1,255,Medium Slow,1059860,62,Bug,15
875,541,Swadloon,Leaf-Wrapped Pokemon,0.5,7.3,Bug,Leaf Guard,Prevents status conditions in harsh sunlight.,50.0,50.0,70,Black,Unova,55,63,90,50,80,42,380,0,0,2,0,0,0,2,120,Medium Slow,1059860,133,Bug,15
876,542,Leavanny,Nurturing Pokemon,1.2,20.5,Bug,Swarm,Powers up Bug-type moves when the Pokémon's HP is low.,50.0,50.0,70,Black,Unova,75,103,80,70,80,92,500,0,3,0,0,0,0,3,45,Medium Slow,1059860,225,Bug,15
877,543,Venipede,Centipede Pokemon,0.4,5.3,Bug,Poison Point,Contact with the Pokémon may poison the attacker.,50.0,50.0,70,Black,Unova,30,45,59,30,39,57,260,0,0,1,0,0,0,1,255,Medium Slow,1059860,52,Bug,15
878,544,Whirlipede,Curlipede Pokemon,1.2,58.5,Bug,Poison Point,Contact with the Pokémon may poison the attacker.,50.0,50.0,70,Black,Unova,40,55,99,40,79,47,360,0,0,2,0,0,0,2,120,Medium Slow,1059860,126,Bug,15
879,545,Scolipede,Megapede Pokemon,2.5,200.5,Bug,Poison Point,Contact with the Pokémon may poison the attacker.,50.0,50.0,70,Black,Unova,60,100,89,55,69,112,485,0,0,0,0,0,3,3,45,Medium Slow,1059860,218,Bug,20
880,546,Cottonee,Cotton Puff Pokemon,0.3,0.6,Grass,Prankster,Gives priority to a status move.,50.0,50.0,70,Black,Unova,40,27,60,37,50,66,280,0,0,0,0,0,1,1,190,Medium Fast,1000000,56,Grass,20
881,547,Whimsicott,Windveiled Pokemon,0.7,6.6,Grass,Prankster,Gives priority to a status move.,50.0,50.0,70,Black,Unova,60,67,85,77,75,116,480,0,0,0,0,0,2,2,75,Medium Fast,1000000,168,Grass,20
882,548,Petilil,Bulb Pokemon,0.5,6.6,Grass,Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight. ,0.0,100.0,70,Black,Unova,45,35,50,70,50,30,280,0,0,0,1,0,0,1,190,Medium Fast,1000000,56,Grass,20
883,549,Lilligant,Flowering Pokemon,1.1,16.3,Grass,Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight. ,0.0,100.0,70,Black,Unova,70,60,75,110,75,90,480,0,0,0,2,0,0,2,75,Medium Fast,1000000,168,Grass,20
884,55,Golduck,Duck Pokemon,1.7,76.6,Water,Damp,"Prevents the use of explosive moves, such as Self-Destruct, by dampening its surroundings.",50.0,50.0,70,Red,Kanto,80,82,78,95,80,85,500,0,0,0,2,0,0,2,75,Medium Fast,1000000,175,Water 1,20
885,550,Basculin,Hostile Pokemon,1.0,18.0,Water,Reckless,Powers up moves that have recoil damage.,50.0,50.0,70,Black,Unova,70,92,65,80,55,98,460,0,0,0,0,0,2,2,25,Medium Fast,1000000,161,Water 2,40
886,551,Sandile,Desert Croc Pokemon,0.7,15.2,Ground,Intimidate,"The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.",50.0,50.0,70,Black,Unova,50,72,35,35,35,65,292,0,1,0,0,0,0,1,180,Medium Slow,1059860,58,Field,20
887,552,Krokorok,Desert Croc Pokemon,1.0,33.4,Ground,Intimidate,"The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.",50.0,50.0,70,Black,Unova,60,82,45,45,45,74,351,0,2,0,0,0,0,2,90,Medium Slow,1059860,123,Field,20
888,553,Krookodile,Intimidation Pokemon,1.5,96.3,Ground,Intimidate,"The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.",50.0,50.0,70,Black,Unova,95,117,80,65,70,92,519,0,3,0,0,0,0,3,45,Medium Slow,1059860,234,Field,20
889,554,Darumaka,Zen Charm Pokemon,0.6,37.5,Fire,Hustle,"Boosts the Attack stat, but lowers accuracy.",50.0,50.0,70,Black,Unova,70,90,45,15,45,50,315,0,1,0,0,0,0,1,120,Medium Slow,1059860,63,Field,20
890,555,Darmanitan,Blazing Pokemon,1.3,92.9,Fire,Sheer Force,Removes additional effects to increase the power of moves when attacking.,50.0,50.0,70,Black,Unova,105,140,55,30,55,95,480,0,2,0,0,0,0,2,60,Medium Slow,1059860,168,Field,20
891,556,Maractus,Cactus Pokemon,1.0,28.0,Grass,Water Absorb,Restores HP if hit by a Water-type move instead of taking damage.,50.0,50.0,70,Black,Unova,75,86,67,106,67,60,461,0,0,0,2,0,0,2,255,Medium Fast,1000000,161,Grass,20
892,557,Dwebble,Rock Inn Pokemon,0.3,14.5,Bug,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",50.0,50.0,70,Black,Unova,50,65,85,35,35,55,325,0,0,1,0,0,0,1,190,Medium Fast,1000000,65,Bug,20
893,558,Crustle,Stone Home Pokemon,1.4,200.0,Bug,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",50.0,50.0,70,Black,Unova,70,105,125,65,75,45,485,0,0,2,0,0,0,2,75,Medium Fast,1000000,170,Bug,20
894,559,Scraggy,Shedding Pokemon,0.6,11.8,Dark,Shed Skin,The Pokémon may heal its own status conditions by shedding its skin.,50.0,50.0,35,Black,Unova,50,75,70,35,70,48,348,0,1,0,0,0,0,1,180,Medium Fast,1000000,70,Field,15
895,56,Mankey,Pig Monkey Pokemon,0.5,28.0,Fighting,Vital Spirit,"The Pokémon is full of vitality, and that prevents it from falling asleep.",50.0,50.0,70,Red,Kanto,40,80,35,35,45,70,305,0,1,0,0,0,0,1,190,Medium Fast,1000000,61,Field,20
914,560,Scrafty,Hoodlum Pokemon,1.1,30.0,Dark,Shed Skin,The Pokémon may heal its own status conditions by shedding its skin.,50.0,50.0,70,Black,Unova,65,90,115,45,115,58,488,0,0,1,0,1,0,2,90,Medium Fast,1000000,171,Field,15
915,561,Sigilyph,Avianoid Pokemon,1.4,14.0,Psychic,Wonder Skin,Makes status moves more likely to miss.,50.0,50.0,70,Black,Unova,72,58,80,103,80,97,490,0,0,0,2,0,0,2,45,Medium Fast,1000000,172,Flying,20
916,562,Yamask,Spirit Pokemon,0.5,1.5,Ghost,Mummy,Contact with the Pokémon changes the attacker's Ability to Mummy.,50.0,50.0,70,Black,Unova,38,30,85,55,65,30,303,0,0,1,0,0,0,1,190,Medium Fast,1000000,61,Mineral,25
917,563,Cofagrigus,Coffin Pokemon,1.7,76.5,Ghost,Mummy,Contact with the Pokémon changes the attacker's Ability to Mummy.,50.0,50.0,70,Black,Unova,58,50,145,95,105,30,483,0,0,2,0,0,0,2,90,Medium Fast,1000000,169,Mineral,25
918,564,Tirtouga,Prototurtle Pokemon,0.7,16.5,Water,Solid Rock,Reduces the power of supereffective attacks taken.,87.5,12.5,70,Black,Unova,54,78,103,53,45,22,355,0,0,1,0,0,0,1,45,Medium Fast,1000000,71,Water 1,30
919,565,Carracosta,Prototurtle Pokemon,1.2,81.0,Water,Solid Rock,Reduces the power of supereffective attacks taken.,87.5,12.5,70,Black,Unova,74,108,133,83,65,32,495,0,0,2,0,0,0,2,45,Medium Fast,1000000,173,Water 1,30
920,566,Archen,First Bird Pokemon,0.5,9.5,Rock,Defeatist,Halves the Pokémon's Attack and Sp. Atk stats when its HP becomes half or less.,87.5,12.5,70,Black,Unova,55,112,45,74,45,70,401,0,1,0,0,0,0,1,45,Medium Fast,1000000,71,Flying,30
921,567,Archeops,First Bird Pokemon,1.4,32.0,Rock,Defeatist,Halves the Pokémon's Attack and Sp. Atk stats when its HP becomes half or less.,87.5,12.5,70,Black,Unova,75,140,65,112,65,110,567,0,2,0,0,0,0,2,45,Medium Fast,1000000,177,Flying,30
922,568,Trubbish,Trash Bag Pokemon,0.6,31.0,Poison,Stench,"By releasing stench when attacking, this Pokémon may cause the target to flinch.",50.0,50.0,70,Black,Unova,50,50,62,40,62,65,329,0,0,0,0,0,1,1,190,Medium Fast,1000000,66,Mineral,20
923,569,Garbodor,Trash Heap Pokemon,1.9,107.3,Poison,Stench,"By releasing stench when attacking, this Pokémon may cause the target to flinch.",50.0,50.0,70,Black,Unova,80,95,82,60,82,75,474,0,2,0,0,0,0,2,60,Medium Fast,1000000,166,Mineral,20
924,57,Primeape,Pig Monkey Pokemon,1.0,32.0,Fighting,Vital Spirit,"The Pokémon is full of vitality, and that prevents it from falling asleep.",50.0,50.0,70,Red,Kanto,65,105,60,60,70,95,455,0,2,0,0,0,0,2,75,Medium Fast,1000000,159,Field,20
939,570,Zorua,Tricky Fox Pokemon,0.7,12.5,Dark,Illusion,Comes out disguised as the Pokémon in the party's last spot.,87.5,12.5,70,Black,Unova,40,65,40,80,40,65,330,0,0,0,1,0,0,1,75,Medium Slow,1059860,66,Field,25
940,571,Zoroark,Illusion Fox Pokemon,1.6,81.1,Dark,Illusion,Comes out disguised as the Pokémon in the party's last spot.,87.5,12.5,70,Black,Unova,60,105,60,120,60,105,510,0,0,0,2,0,0,2,45,Medium Slow,1059860,179,Field,20
941,572,Minccino,Chinchilla Pokemon,0.4,5.8,Normal,Cute Charm,Contact with the Pokémon may cause infatuation.,25.0,75.0,70,Black,Unova,55,50,40,40,40,75,300,0,0,0,0,0,1,1,255,Fast,800000,60,Field,15
942,573,Cinccino,Scarf Pokemon,0.5,7.5,Normal,Cute Charm,Contact with the Pokémon may cause infatuation.,25.0,75.0,70,Black,Unova,75,95,60,65,60,115,470,0,0,0,0,0,2,2,60,Fast,800000,165,Field,15
943,574,Gothita,Fixation Pokemon,0.4,5.8,Psychic,Frisk,"When it enters a battle, the Pokémon can check an opposing Pokémon's held item.",25.0,75.0,70,Black,Unova,45,30,50,55,65,45,290,0,0,0,0,1,0,1,200,Medium Slow,1059860,58,Human-Like,20
944,575,Gothorita,Manipulate Pokemon,0.7,18.0,Psychic,Frisk,"When it enters a battle, the Pokémon can check an opposing Pokémon's held item.",25.0,75.0,70,Black,Unova,60,45,70,75,85,55,390,0,0,0,0,2,0,2,100,Medium Slow,1059860,137,Human-Like,20
945,576,Gothitelle,Astral Body Pokemon,1.5,44.0,Psychic,Frisk,"When it enters a battle, the Pokémon can check an opposing Pokémon's held item.",25.0,75.0,70,Black,Unova,70,55,95,95,110,65,490,0,0,0,0,3,0,3,50,Medium Slow,1059860,221,Human-Like,20
946,577,Solosis,Cell Pokemon,0.3,1.0,Psychic,Overcoat,"Protects the Pokémon from things like sand, hail, and powder.",50.0,50.0,70,Black,Unova,45,30,40,105,50,20,290,0,0,0,1,0,0,1,200,Medium Slow,1059860,58,Amorphous,20
947,578,Duosion,Mitosis Pokemon,0.6,8.0,Psychic,Overcoat,"Protects the Pokémon from things like sand, hail, and powder.",50.0,50.0,70,Black,Unova,65,40,50,125,60,30,370,0,0,0,2,0,0,2,100,Medium Slow,1059860,130,Amorphous,20
948,579,Reuniclus,Multiplying Pokemon,1.0,20.1,Psychic,Overcoat,"Protects the Pokémon from things like sand, hail, and powder.",50.0,50.0,70,Black,Unova,110,65,75,125,85,30,490,0,0,0,3,0,0,3,50,Medium Slow,1059860,221,Amorphous,20
949,58,Growlithe,Puppy Pokemon,0.7,19.0,Fire,Intimidate,"The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.",75.0,25.0,70,Red,Kanto,55,70,45,70,50,60,350,0,1,0,0,0,0,1,190,Slow,1250000,70,Field,20
950,580,Ducklett,Water Bird Pokemon,0.5,5.5,Water,Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.,50.0,50.0,70,Black,Unova,62,44,50,44,50,55,305,1,0,0,0,0,0,1,190,Medium Fast,1000000,61,Water 1,20
951,581,Swanna,White Bird Pokemon,1.3,24.2,Water,Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.,50.0,50.0,70,Black,Unova,75,87,63,87,63,98,473,0,0,0,0,0,2,2,45,Medium Fast,1000000,166,Water 1,20
952,582,Vanillite,Fresh Snow Pokemon,0.4,5.7,Ice,Ice Body,The Pokémon gradually regains HP in a hailstorm.,50.0,50.0,70,Black,Unova,36,50,50,65,60,44,305,0,0,0,1,0,0,1,255,Slow,1250000,61,Mineral,20
953,583,Vanillish,Icy Snow Pokemon,1.1,41.0,Ice,Ice Body,The Pokémon gradually regains HP in a hailstorm.,50.0,50.0,70,Black,Unova,51,65,65,80,75,59,395,0,0,0,2,0,0,2,120,Slow,1250000,138,Mineral,20
954,584,Vanilluxe,Snowstorm Pokemon,1.3,57.5,Ice,Ice Body,The Pokémon gradually regains HP in a hailstorm.,50.0,50.0,70,Black,Unova,71,95,85,110,95,79,535,0,0,0,3,0,0,3,45,Slow,1250000,241,Mineral,20
955,585,Deerling,Season Pokemon,0.6,19.5,Normal,Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight. ,50.0,50.0,70,Black,Unova,60,60,50,40,50,75,335,0,0,0,0,0,1,1,190,Medium Fast,1000000,67,Field,20
956,586,Sawsbuck,Season Pokemon,1.9,92.5,Normal,Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight. ,50.0,50.0,70,Black,Unova,80,100,70,60,70,95,475,0,2,0,0,0,0,2,75,Medium Fast,1000000,166,Field,20
957,587,Emolga,Sky Squirrel Pokemon,0.4,5.0,Electric,Static,"The Pokémon is charged with static electricity, so contact with it may cause paralysis.",50.0,50.0,70,Black,Unova,55,75,60,75,60,103,428,0,0,0,0,0,2,2,200,Medium Fast,1000000,150,Field,20
958,588,Karrablast,Clamping Pokemon,0.5,5.9,Bug,Swarm,Powers up Bug-type moves when the Pokémon's HP is low.,50.0,50.0,70,Black,Unova,50,75,45,40,45,60,315,0,1,0,0,0,0,1,200,Medium Fast,1000000,63,Bug,15
959,589,Escavalier,Cavalry Pokemon,1.0,33.0,Bug,Swarm,Powers up Bug-type moves when the Pokémon's HP is low.,50.0,50.0,70,Black,Unova,70,135,105,60,105,20,495,0,2,0,0,0,0,2,75,Medium Fast,1000000,173,Bug,15
960,59,Arcanine,Legendary Pokemon,1.9,155.0,Fire,Intimidate,"The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.",75.0,25.0,70,Red,Kanto,90,110,80,100,80,95,555,0,2,0,0,0,0,2,75,Slow,1250000,194,Field,20
961,590,Foongus,Mushroom Pokemon,0.2,1.0,Grass,Effect Spore,"Contact with the Pokémon may inflict poison, sleep, or paralysis on its attacker.",50.0,50.0,70,Black,Unova,69,55,45,55,55,15,294,1,0,0,0,0,0,1,190,Medium Fast,1000000,59,Grass,20
962,591,Amoonguss,Mushroom Pokemon,0.6,10.5,Grass,Effect Spore,"Contact with the Pokémon may inflict poison, sleep, or paralysis on its attacker.",50.0,50.0,70,Black,Unova,114,85,70,85,80,30,464,2,0,0,0,0,0,2,75,Medium Fast,1000000,162,Grass,20
963,592,Frillish,Floating Pokemon,1.2,33.0,Water,Water Absorb,Restores HP if hit by a Water-type move instead of taking damage.,50.0,50.0,70,Black,Unova,55,40,50,65,85,40,335,0,0,0,0,1,0,1,190,Medium Fast,1000000,67,Amorphous,20
964,593,Jellicent,Floating Pokemon,2.2,135.0,Water,Water Absorb,Restores HP if hit by a Water-type move instead of taking damage.,50.0,50.0,70,Black,Unova,100,60,70,85,105,60,480,0,0,0,0,2,0,2,60,Medium Fast,1000000,168,Amorphous,20
965,594,Alomomola,Caring Pokemon,1.2,31.6,Water,Healer,Sometimes heals an ally's status condition.,50.0,50.0,70,Black,Unova,165,75,80,40,45,65,470,2,0,0,0,0,0,2,75,Fast,800000,165,Water 1,40
966,595,Joltik,Attaching Pokemon,0.1,0.6,Bug,Compound Eyes,The Pokémon's compound eyes boost its accuracy.,50.0,50.0,70,Black,Unova,50,47,50,57,50,65,319,0,0,0,0,0,1,1,190,Medium Fast,1000000,64,Bug,20
967,596,Galvantula,EleSpider Pokemon,0.8,14.3,Bug,Compound Eyes,The Pokémon's compound eyes boost its accuracy.,50.0,50.0,70,Black,Unova,70,77,60,97,60,108,472,0,0,0,0,0,2,2,75,Medium Fast,1000000,165,Bug,20
968,597,Ferroseed,Thorn Seed Pokemon,0.6,18.8,Grass,Iron Barbs,Inflicts damage on the attacker upon contact with iron barbs.,50.0,50.0,70,Black,Unova,44,50,91,24,86,10,305,0,0,1,0,0,0,1,255,Medium Fast,1000000,61,Grass,20
969,598,Ferrothorn,Thorn Pod Pokemon,1.0,110.0,Grass,Iron Barbs,Inflicts damage on the attacker upon contact with iron barbs.,50.0,50.0,70,Black,Unova,74,94,131,54,116,20,489,0,0,2,0,0,0,2,90,Medium Fast,1000000,171,Grass,20
970,599,Klink,Gear Pokemon,0.3,21.0,Steel,Plus,Boosts the Sp. Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle.,0.0,0.0,70,Black,Unova,40,55,70,45,60,30,300,0,0,1,0,0,0,1,130,Medium Slow,1059860,60,Mineral,20
971,60,Poliwag,Tadpole Pokemon,0.6,12.4,Water,Water Absorb,Restores HP if hit by a Water-type move instead of taking damage.,50.0,50.0,70,Red,Kanto,40,50,40,40,40,90,300,0,0,0,0,0,1,1,255,Medium Slow,1059860,60,Water 1,20
972,600,Klang,Gear Pokemon,0.6,51.0,Steel,Plus,Boosts the Sp. Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle.,0.0,0.0,70,Black,Unova,60,80,95,70,85,50,440,0,0,2,0,0,0,2,60,Medium Slow,1059860,154,Mineral,20
973,601,Klinklang,Gear Pokemon,0.6,81.0,Steel,Plus,Boosts the Sp. Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle.,0.0,0.0,70,Black,Unova,60,100,115,70,85,90,520,0,0,3,0,0,0,3,30,Medium Slow,1059860,234,Mineral,20
974,602,Tynamo,EleFish Pokemon,0.2,0.3,Electric,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",50.0,50.0,70,Black,Unova,35,55,40,45,40,60,275,0,0,0,0,0,1,1,190,Slow,1250000,55,Amorphous,20
975,603,Eelektrik,EleFish Pokemon,1.2,22.0,Electric,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",50.0,50.0,70,Black,Unova,65,85,70,75,70,40,405,0,2,0,0,0,0,2,60,Slow,1250000,142,Amorphous,20
976,604,Eelektross,EleFish Pokemon,2.1,80.5,Electric,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",50.0,50.0,70,Black,Unova,85,115,80,105,80,50,515,0,3,0,0,0,0,3,30,Slow,1250000,232,Amorphous,20
977,605,Elgyem,Cerebral Pokemon,0.5,9.0,Psychic,Telepathy,Anticipates an ally's attack and dodges it.,50.0,50.0,70,Black,Unova,55,55,55,85,55,30,335,0,0,0,1,0,0,1,255,Medium Fast,1000000,67,Human-Like,20
978,606,Beheeyem,Cerebral Pokemon,1.0,34.5,Psychic,Telepathy,Anticipates an ally's attack and dodges it.,50.0,50.0,70,Black,Unova,75,75,75,125,95,40,485,0,0,0,2,0,0,2,90,Medium Fast,1000000,170,Human-Like,20
